﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At,,,
spotify:track:6fwdbPMwP1zVStm8FybmkO,X (feat. Future),"21 Savage, Metro Boomin, Future",Savage Mode,1,3,258880,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5uDASfU19gDxSjW8cnCaBp,Chill Bill (feat. J. Davi$ & Spooks),"Rob $tone, J. Davi$, Spooks",Chill Bill (feat. J. Davi$ & Spooks),1,1,177184,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5GFDrUTLGJix84sNhjCG0g,Caroline,Aminé,Caroline,1,1,209746,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:55OdqrG8WLmsYyY1jijD9b,Wyclef Jean,Young Thug,JEFFERY,1,1,236293,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0BU7nIcCZxYSE0hYcc5oZz,Too Many Years,"Kodak Black, PnB Rock",Lil Big Pac,1,7,196336,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0Di26AbdtizzHkFstPyt7A,No Shopping,"French Montana, Drake",No Shopping,1,1,227727,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1UyLFPOIG7E1OfamPQLOfD,Ocean Drive,"21 Savage, Metro Boomin",Savage Mode,1,9,227880,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3cqZH3cqvfbV8wVbvHyPbG,Red Opps,21 Savage,Red Opps,1,1,163340,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6JvHYmanlC8FdbeiCztcrR,Campaign (feat. Future),"Ty Dolla $ign, Future",Campaign,1,3,237654,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:04ylFi2OxZ1yrN3azXLMQn,Black Moses (feat. Priscilla Renea),"Meek Mill, Pusha T, Priscilla Renea",The Birth of a Nation: The Inspired By Album,1,2,243710,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2HEP0Dhwdtk9DFJxoZs6iD,Whip & A Chain,2 Chainz,The Birth of a Nation: The Inspired By Album,1,3,201673,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6ekV6MGnPTuCOnjB4VcWGc,Dead Or Alive,Jazz Cartier,Dead Or Alive,1,1,194946,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3NJG6vMH1ZsectZkocMEm0,Tiimmy Turner,Desiigner,Tiimmy Turner,1,1,239853,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:29gsi1zZrZxdStACmTQB0Z,Studio,"ScHoolboy Q, BJ The Chicago Kid",Oxymoron (Deluxe),1,6,278066,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:34oWbFBfGEElvgO0a5c9V4,No Flockin',Kodak Black,No Flockin',1,1,165290,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1NMYfyq8eE4qUCj2SXvrJd,I Want (feat. 2 Chainz),"MadeinTYO, 2 Chainz",You Are Forgiven,1,3,233293,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2kfpH2OAAdpk5J3JaraAIh,Hands On The Wheel,"ScHoolboy Q, A$AP Rocky",Hands On The Wheel,1,1,197800,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6K7wB7VNOJMWFrRrfAhAxo,Enter The Void (feat. Ab-Soul),Joey Bada$$,Waves,1,2,184506,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7n4PRAJjYzGFr1DR3KHYMU,Take From Me,Bad Meets Evil,Hell: The Sequel (Deluxe),1,8,205600,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0B8QzDH7YWih85V5SEMnyJ,Money Longer,Lil Uzi Vert,Lil Uzi Vert vs. The World,1,3,198944,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:10I3CmmwT0BkOVhduDy53o,Really Really,Kevin Gates,Islah (Deluxe),1,2,232093,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:79wTHFxVJXRrR5afZeBd16,Uber Everywhere (feat. Travis Scott),"MadeinTYO, Travis Scott",You Are Forgiven,1,4,181104,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5SsR3wtCOafDmZgvIdRhSm,Man Of The Year,ScHoolboy Q,Oxymoron (Deluxe),1,12,216013,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5NuhZIx47GxB5DAXg8jWHN,Addicted to My Ex,M City JR,Addicted To My Ex,1,1,223074,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4afMG2PlvFfX976bZJvHmb,"WDYW (feat. Lil Uzi Vert, A$AP Ferg & Rich The Kid)","Carnage, Lil Uzi Vert, A$AP Ferg, Rich The Kid",Papi Gordo,1,6,233000,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1kusepF3AacIEtUTYrw4GV,Paper Planes,M.I.A.,Kala,1,11,203760,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3zSCNTXI7Ed0PiidZVmzIe,Ignition - Remix,R. Kelly,The Essential R. Kelly,2,4,186040,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4KcVVhAaHxqtX2ANt4b3tc,Lean On,"Major Lazer, MØ, DJ Snake",Lean On,1,1,176561,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:19gEmPjfqSZT0ulDRfjl0m,Hot N*gga,Bobby Shmurda,Hot N*gga,1,1,194561,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4Tzf1U3MWwHQosxyWTXJ1Y,No Type,Rae Sremmurd,No Type,1,1,199026,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7rdjfrTBMNt3KaaGvSv3YG,Nothing but Trouble - Instagram Models,"Lil Wayne, Charlie Puth",Nothing But Trouble (Instagram Models),1,1,217984,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5HQVUIKwCEXpe7JIHyY734,"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg, Wiz Khalifa, Bruno Mars","Young, Wild & Free (feat. Bruno Mars)",1,1,207333,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2BsaECzKFhYT81E0uVZEv4,Famous,Kanye West,Famous,1,1,196280,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4zGvb8hxGLB2jEPRFiRRqw,Bonfire,Childish Gambino,Camp,1,3,192946,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:56urRCfhQX5H3tfGt6q3uU,Oh Me Oh My,"DJ Snake, Travis Scott, Migos, GASHI",Encore,1,9,256320,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:11BIoKDpTJHX5mZt6p566h,New Level,"A$AP Ferg, Future",New Level,1,1,267211,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7eaKWfov7b2Qa2n6HTesL3,Shabba (feat. A$AP Rocky),"A$AP Ferg, A$AP Rocky",Trap Lord,1,2,275866,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3e7pB02vXiqVYaDTymYY1t,Go Flex,Post Malone,Go Flex,1,1,182000,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0vgtBFdPTkZwQ2gmFu7Dra,Figure it Out,"French Montana, Kanye West, Nas",Figure it Out,1,1,240066,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,Roses,"The Chainsmokers, ROZES",Roses,1,1,226738,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1x6Zk7hoTIlSOFNZnyxjZD,Upper Echelon (feat. T.I. & 2 Chainz),"Travis Scott, T.I., 2 Chainz",Upper Echelon (feat. T.I. & 2 Chainz),1,1,243800,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4FfWWltvPJfxsrg1Unk29R,French Inhale (feat. Mike Posner),"Snoop Dogg, Wiz Khalifa",Mac and Devin Go To High School (Music From and Inspired By The Movie),1,9,159360,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3eJKAy9ZJaZLGS8EJlihXy,Run Up On Ya (feat. Action Bronson & Elle Varner) (Bonus),Joey Bada$$,B4.DA.$$,1,16,248319,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:60b6B2ULC85t4Y5IjZvP7A,Tamale,"Tyler, The Creator",Wolf,1,17,166346,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:75kiQfmmuQwgquZ9RLSvuA,Domo23,"Tyler, The Creator",Wolf,1,5,158760,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3uYm4MtU6jUQft2DtGqEoZ,Knock Knock,Mac Miller,Knock Knock - Single,1,1,202806,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4mSp2FCzwGUN58aurJawQq,Boyz-N-The-Hood,Eazy-E,N.W.A. And Their Family Reunion,1,2,337014,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5jNrszQHRIVKmS9Ptb63pe,Paper Trail$,Joey Bada$$,B4.DA.$$,1,3,194738,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2rSdCcSlZA1GGoW6egTzjZ,Powerful (feat. Ellie Goulding & Tarrus Riley),"Major Lazer, Ellie Goulding, Tarrus Riley",Peace Is The Mission,1,5,206327,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6jBCehpNMkwFVF3dz4nLIW,It's Tricky,Run–D.M.C.,Raising Hell,1,2,183426,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5oqpMSdKUSc383Z9MEDEq1,"Night Riders (feat. Travi$ Scott, 2 Chainz, Pusha T & Mad Cobra)","Major Lazer, 2 Chainz, Mad Cobra, Pusha T, Travis Scott",Peace is the Mission: Extended,1,8,233333,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0FC0A4pl5mGYaS2JporIuU,Kush Coma (feat. A$AP Rocky & Zelooperz),"Danny Brown, A$AP Rocky, Zelooperz",Old,1,18,281011,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6DJL2olMX5eJQfXrX2eAlz,Ready,Joey Bada$$,Ready,1,1,193561,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5J5PXmMdQ2nh1lZOal8KmK,Litty (feat. Tory Lanez),"Meek Mill, Sound M.O.B., Tory Lanez",DC4,1,3,280615,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0j16JpJCRdWs9qhuuDKodi,Outro (feat. Lil Snupe & French Montana),"Meek Mill, Lil Snupe, French Montana",DC4,1,14,298079,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3klzr0269NpGoBpe9BUNXN,Froze (feat. Lil Uzi Vert & Nicki Minaj),"Meek Mill, Lil Uzi Vert, Nicki Minaj",DC4,1,5,210471,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:40WxFAbt8UEK7jKLmIxRNY,Offended (feat. Young Thug & 21 Savage),"Meek Mill, Young Thug, 21 Savage",DC4,1,9,255483,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0KoyNzBybxuWXbD7BDasQS,Party Pack,"Future, Rae Sremmurd",Esco Terrestrial,1,9,174706,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3sNRVlxTIqKxRcK4QLsY6J,Amanda Bynes (Versace Remix),Mike Stud,"#SundayStudTape, Vol. 2.",1,4,137142,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:59e7E2LMPZ2bhW5G6aCwX8,Crazy Brazy,"A$AP Mob, A$AP Rocky, A$AP Twelvyy, KEY!",Cozy Tapes: Vol. 1 Friends -,1,2,188853,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2kwxN1whHc0YR0cBHR5iOi,Put That On My Set,"A$AP Mob, A$AP Rocky, Skepta",Cozy Tapes: Vol. 1 Friends -,1,7,201080,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5VnpYqIzm02X9gOhVElQo3,Telephone Calls,"A$AP Mob, A$AP Rocky, Tyler, The Creator, Playboi Carti, Yung Gleesh",Cozy Tapes: Vol. 1 Friends -,1,12,230920,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7MDKvOzNgAJ3KMCtaP2UOa,Hella Hoes,"A$AP Mob, A$AP Rocky, A$AP Ferg, A$AP Nast, A$AP Twelvyy",Hella Hoes,1,1,211964,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4uhvMW7ly7tJil31YYscAN,Erase Your Social,Lil Uzi Vert,The Perfect LUV Tape,1,8,199993,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1FvU97lrWOG2NRxErh6OZz,Bad and Boujee (feat. Lil Uzi Vert),"Migos, Lil Uzi Vert",Bad and Boujee (feat. Lil Uzi Vert),1,1,334466,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6j0teRL3WdExzqmy334sh5,Seven Million (feat. Future),"Lil Uzi Vert, Future",The Perfect LUV Tape,1,10,182491,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:21iL1HD3h5AXGdSZABFd8t,Front & Center,Joey Bada$$,Front & Center,1,1,183396,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:79O3FLu0kYNhuVW2ARyk8q,Consequences,Caleborate,1993,1,10,168895,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1wZqJM5FGDEl3FjHDxDyQd,Come and See Me (feat. Drake),"PARTYNEXTDOOR, Drake",PARTYNEXTDOOR 3 (P3),1,15,235477,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4cg1yakyRSIOjxKM2I7J1q,Digits,Young Thug,Slime Season 3,1,5,176386,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6Hr77eZSmaVGgH0vVulMUH,Bounce,Flatbush Zombies,3001: A Laced Odyssey,1,2,241520,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2714ySK1pbOIGZwABmRyAz,"New Phone, Who Dis?",Flatbush Zombies,3001: A Laced Odyssey,1,10,331346,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4uQ7wYsuL0DryknoDc11Hk,Norf Norf,Vince Staples,Summertime '06,1,3,183160,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4lxy9f7o28AEttUFHXwe9P,Smoke & Retribution (feat. Vince Staples & Kucka),"Flume, Vince Staples, KUČKA",Skin,1,8,241223,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1PjKowBEfdICVBaxJDPsvm,Prima Donna,"Vince Staples, A$AP Rocky",Prima Donna,1,5,210053,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6u0dQik0aif7FQlrhycG1L,The Morning,The Weeknd,Trilogy,1,4,312426,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5kpnUpMNV9dPNCKY7JtW3Q,Forbidden Fruit (feat. Kendrick Lamar),"J. Cole, Kendrick Lamar",Born Sinner,1,11,268666,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:01A7PEPSnmtixFPfB2UTal,Buy The World,"Mike WiLL Made-It, Lil Wayne, Kendrick Lamar, Future",Buy The World,1,1,226693,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6x3GsPRbLg6cod36TR0ALn,THat Part,"ScHoolboy Q, Kanye West",THat Part,1,1,316320,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1RUyYnWEjmp6TgujLhlVSO,Today,Kodak Black,Lil Big Pac,1,8,193671,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4RhGCDt69efGdC1SxJRI5r,Party Monster,The Weeknd,Party Monster,1,1,251813,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:206uaQyzb8kOiZ7rHw9wCn,Bounce Back,Big Sean,Bounce Back,1,1,222400,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:45sGyAtAxD6efaN0bJAFgh,Bailar (feat. Elvis Crespo) - Radio Edit,"Deorro, Elvis Crespo",Bailar (feat. Elvis Crespo) [Radio Edit],1,1,137661,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5sHde7fFQ5TthEulnBllhi,California,Childish Gambino,Awaken," My Love!""""",1,7,165266,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,
spotify:track:33zbOXJSwW7uf4VXXWow2O,the ends,Travis Scott,Birds In The Trap Sing McKnight,1,1,201263,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2Zy7XVdxyZQB8xp5xbpJdl,way back,Travis Scott,Birds In The Trap Sing McKnight,1,2,272500,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0ESJlaM8CE1jRWaNtwSNj8,beibs in the trap,Travis Scott,Birds In The Trap Sing McKnight,1,5,213863,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6bqIEcMHVQF0NQHnOnrvng,Baba,Aminé,Baba,1,1,189040,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1j6kDJttn6wbVyMaM42Nxm,Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,AT.LONG.LAST.A$AP,1,7,126960,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0TnmrW9L8GSaBMhTtEQtCK,Congratulations,"Post Malone, Quavo",Congratulations,1,1,220320,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:771lQyKAtqXRpZ7iM4JsbP,Fuck Tha Police,N.W.A.,Straight Outta Compton (2002 - Remaster),1,2,345733,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5BbjLZJwSwJvBoyAhazKsj,Baptized In Fire,"Kid Cudi, Travis Scott",Baptized In Fire,1,1,285546,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3clX2NMmjaAHmBjeTSa9vV,Actin Crazy,Action Bronson,Mr. Wonderful,1,4,239466,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1Ysc1uDZtf430TGavoS1j4,Professional Rapper (feat. Snoop Dogg),"Lil Dicky, Snoop Dogg",Professional Rapper,1,2,353959,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0utlOiJy2weVl9WTkcEWHy,Neighbors,J. Cole,4 Your Eyez Only,1,7,216520,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2rKmNEYrQxaOPZrOWKZpOc,Up There,Post Malone,Stoney (Deluxe),1,13,194826,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1ysAvOdJgUjc6CqOQxepaz,Money Made Me Do It,"Post Malone, 2 Chainz",Stoney (Deluxe),1,17,224960,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5dI1yHSqgmilFEqpGbqxHh,Leave,Post Malone,Stoney (Deluxe),1,15,324853,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3kxfsdsCpFgN412fpnW85Y,Redbone,Childish Gambino,Awaken," My Love!""""",1,6,326933,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,
spotify:track:5cw7g1XATH9ghXX1Qm82BX,The Night Me and Your Mama Met,Childish Gambino,Awaken," My Love!""""",1,10,214080,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,
spotify:track:1uHb5qa69lHLcFT38fIfUG,Surfin',"Kid Cudi, Pharrell Williams","Passion, Pain & Demon Slayin'",1,19,375013,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4FyHVnQvAWV2Mz3YOPot8H,What The Price,Migos,What The Price,1,1,248506,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0325GnRiA0zsve4i3bNVs0,Halfway Off The Balcony,Big Sean,Halfway Off The Balcony,1,1,230106,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1YiPIg5DT9EZX2ATruRoQw,Land of the Free,Joey Bada$$,Land of the Free,1,1,283171,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3V8sM5OOG6YfDuDLa2IIYJ,Used to This,"Future, Drake",Used to This,1,1,180520,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0rHJxNaQRMGK6Y4TUx3xRO,Castro,"Yo Gotti, Kanye West, Big Sean, Quavo, 2 Chainz",White Friday (CM9),1,8,219946,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4WfjYOo0JxommRm1PyObJl,High For Hours,J. Cole,High For Hours,1,1,251308,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4IWGnyOHDrVZEtPWfs4s7q,Do What I Want,Lil Uzi Vert,The Perfect LUV Tape,1,1,175203,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5DrRvw69AtJ0PwVpEp22NO,I Can,"HoodRich Pablo Juan, Migos",I Can,1,1,241091,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2HgGPga67UQXWW2JLuYE6E,T-Shirt,Migos,T-Shirt,1,1,242407,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1X7vn3wK94zWTqV8lngq95,Weatherman,"Yo Gotti, Kodak Black",White Friday (CM9),1,4,206160,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:36xxq7VDZZsGwARsn6Clo7,Living Single,"Big Sean, Chance the Rapper, Jeremih",Living Single,1,1,276346,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7dZAPeA3Of5j5Vaef0DQ6M,Make Her Say,"Kid Cudi, Kanye West, Common",Man On The Moon: The End Of Day (Deluxe),1,12,216413,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:204U3zjm9kkzX25Pr4Rdld,Kelly Price (feat. Travis Scott),"Migos, Travis Scott",Culture,1,12,363934,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6pRkwu4Pt9d7Ki6g4ppOYj,Webbie (feat. Duke),"Young Thug, Duke",JEFFERY,1,8,235893,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4h90qkbnW1Qq6pBhoPvwko,Sidewalks,"The Weeknd, Kendrick Lamar",Starboy,1,9,231360,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7bPLo5Fv7h15E2fW3g1mVQ,Wanna Know Remix (feat. Drake),"Dave, Drake",Wanna Know Remix (feat. Drake),1,1,199019,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5rLqKi5grzujEQsuYmiWeh,Hendrix,Wyclef Jean,Hendrix,1,1,207684,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1r0faljjM2b876iNoaDUh5,Sacrifices,"Big Sean, Migos",I Decided.,1,13,287320,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4g4iARWP0VGj5fLCZYfVZR,On Ten,"Taylor Gang, Ricky P","TGOD, Vol. 1",1,14,155988,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:35zkqY6kIGshmm8HhE3eSi,38 Baby,YoungBoy Never Broke Again,38 Baby,1,2,173684,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3QctUKTMqWxCMLfx4vY7iI,Same Game,"Golde, 21 Savage",Same Game (feat. 21 Savage) - Single,1,1,194560,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6O5plClCxL4fZFgsMRAYgT,Gave It All I Got,Kodak Black,Lil Big Pac,1,6,213028,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0mGgkrD2phGmsBiDy58z1O,First Day Out,Tee Grizzley,First Day Out,1,1,254693,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6HEIBHUirx1J0JkUD24szt,Water,Ugly God,Water,1,1,139674,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1TwkEOIfzlpH93Q0WRFjow,No Beer,F1JO,No Beer,1,1,199695,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5tFep7dXGd7vEJ668wTPux,Both (feat. Drake),"Gucci Mane, Drake",The Return of East Atlanta Santa,1,4,190311,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:334S9SWZMjyRDN0wrHw7wk,Pop Style,Drake,Views,1,15,212946,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3Jv1XgMPVjdN5xGfnRJ20s,Pop That,"French Montana, Rick Ross, Drake, Lil Wayne",Excuse My French,1,10,303533,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7pRcWov3NHxi0GDkKdbSb0,I. The Worst Guys,"Childish Gambino, Chance the Rapper",Because The Internet,1,5,219746,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6fTdcGsjxlAD9PSkoPaLMX,Sunday Candy,Donnie Trumpet & The Social Experiment,Surf,1,15,226013,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2ZBfTcQM9S3yTLKhHrvCnQ,Back To You,Lil Wayne,I Am Not A Human Being II (Deluxe),1,6,329480,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4o59zSQV1UtxFqrbYQsKAv,Love Me,"Lil Wayne, Drake, Future",I Am Not A Human Being II,1,11,253440,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:12d5QFwzh60IIHlsSnAvps,10 Bands,Drake,If You're Reading This It's Too Late,1,3,177733,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0UQSejhENSARRjmb9nq1cl,Ali,"Felly, Gyyps",Ali,1,1,246857,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5WbZ96BaVVzyawfQyb2BRp,BagBak,Vince Staples,BagBak,1,1,160506,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0SujigeT7cxuxBfhN3eOcp,Run Up,"Major Lazer, PARTYNEXTDOOR, Nicki Minaj",Run Up,1,1,203180,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5w3jub5KDtlZE6Jd45gRYn,Desert Eagle (feat. GYYPS),"Felly, Gyyps",Young Fel,1,3,237480,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6Ps7BEz3qsaC61JUYBozEI,Probation,Felly,Milk & Sugar,1,11,217015,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6hlLKByDfmpoQQrfag0LzV,Fabrics,Felly,Waking up to Sirens,1,2,214973,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
