﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At,,,
spotify:track:6HTJZ0TQJVMSKkUGzAOe2h,Old Thing Back (feat. Ja Rule and Ralph Tresvant),"Matoma, The Notorious B.I.G., Ja Rule, Ralph Tresvant",Old Thing Back (feat. Ja Rule and Ralph Tresvant),1,1,321649,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4P3L9MQSsM5OMtQjEaYt0I,Shut Up - Studio Version,Stormzy,WickedSkengMan 4,1,2,180923,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2RmherZdlF6lXsA47ELmY9,Shutdown,Skepta,Shutdown,1,1,188938,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3lB0GMiI5KxDbTOG8V3bOx,waves - Tame Impala Remix,"Miguel, Tame Impala",Rogue Waves,1,1,253346,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4m6ObZmZ7wnyrKtmLvlyVE,Feel It Still - Medasin Remix,"Portugal. The Man, Medasin",Feel It Still (Medasin Remix),1,1,194434,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7wBJfHzpfI3032CSD7CE2m,STARGAZING,Travis Scott,ASTROWORLD,1,1,270714,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7KZ5MMVgBVox9ycroB2UrI,CAROUSEL,Travis Scott,ASTROWORLD,1,2,180182,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,Travis Scott,ASTROWORLD,1,3,312820,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4SZepBIPDRwPaHIjAKwRDb,R.I.P. SCREW,Travis Scott,ASTROWORLD,1,4,185610,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1xYpVRspgaLxdJLOTQkTjg,STOP TRYING TO BE GOD,Travis Scott,ASTROWORLD,1,5,338438,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6OaVWaGfhXn70ZJfdVcabn,NO BYSTANDERS,Travis Scott,ASTROWORLD,1,6,218283,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6NMtzpDQBTOfJwMzgMX0zl,SKELETONS,Travis Scott,ASTROWORLD,1,7,145588,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:20MuVazoNMv6xjKPnRFOxG,WAKE UP,Travis Scott,ASTROWORLD,1,8,231963,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:11kDth1aKUEUMq9r1pqyds,5% TINT,Travis Scott,ASTROWORLD,1,9,196138,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6BJbOXDlgVAXSaq6wYFYT2,NC-17,Travis Scott,ASTROWORLD,1,10,156885,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4MXhiYIRDMGAuvZc5IFTwC,ASTROTHUNDER,Travis Scott,ASTROWORLD,1,11,142969,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7lAK3oHbfEnvUQWosrMMpR,YOSEMITE,Travis Scott,ASTROWORLD,1,12,150043,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:27a1mYSG5tYg7dmEjWBcmL,CAN'T SAY,Travis Scott,ASTROWORLD,1,13,198408,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4KYS9GK68yeuUJ8vJfPxrq,WHO? WHAT!,Travis Scott,ASTROWORLD,1,14,176720,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2cYqizR4lgvp4Qu6IQ3qGN,BUTTERFLY EFFECT,Travis Scott,ASTROWORLD,1,15,190557,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:58TaFP5j5i9swOf584yon2,HOUSTONFORNICATION,Travis Scott,ASTROWORLD,1,16,217828,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6vnfObZ4Ys70SBAtti1xZ9,COFFEE BEAN,Travis Scott,ASTROWORLD,1,17,209115,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7eqoqGkKwgOaWNNHx90uEZ,Nights,Frank Ocean,Blonde,1,9,307151,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0JP9xo3adEtGSdUEISiszL,Moonlight,XXXTENTACION,?,1,3,135090,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1G5ho820Xi2Qu3HsBZ26ft,Womp Womp,"Valee, Jeremih",Womp Womp,1,1,226533,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2X485T9Z5Ly0xyaghN73ed,Let It Happen,Tame Impala,Currents,1,1,467586,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:46OFHBw45fNi7QNjSetITR,Hey Mama,Kanye West,Late Registration,1,16,305066,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",Flower Boy,1,4,180386,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2BuBXn15gj4MNYZydyWgrk,Come Back Baby,Pusha T,DAYTONA,1,4,206706,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0q788echtkCMpQoQes4P6b,JOHNNY,BROCKHAMPTON,SATURATION III,1,3,251908,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6nO3tr47nr2P7f3hXb8JIo,Champion (feat. Travis Scott),"NAV, Travis Scott",RECKLESS,1,5,195053,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3EApebexZ7YqDIqw2EMTDh,I Might Need Security,Chance the Rapper,I Might Need Security,1,1,240640,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0ToC28lLiwEKyQdN4FXypS,1998 TRUMAN,BROCKHAMPTON,1998 TRUMAN,1,1,245333,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5H0NU2sHWUnWCcZyYlX46X,65th & Ingleside,Chance the Rapper,65th & Ingleside,1,1,273600,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1nO2NjuFkGaAWcMdJ1pNrp,Cocky (feat. London On Da Track),"A$AP Rocky, Gucci Mane, 21 Savage, London On Da Track",Cocky (feat. London On Da Track),1,1,232413,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6o6XM9jgPHopOG6SMTyHoE,WIN,Jay Rock,Redemption,1,13,215226,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3PdgIdRXJjgxfOr7slldel,Work Out,Chance the Rapper,Work Out,1,1,243180,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:12rbR0qoFJQ7rRGzgXrzHy,Wow Freestyle (feat. Kendrick Lamar),"Jay Rock, Kendrick Lamar",Redemption,1,11,175213,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2iaCM7WvOknQI1230hA9eK,Homecoming,"Kanye West, Chris Martin",Graduation,1,12,203493,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5YbrqNUUleF39Ai3b3ruQy,Liquor Locker,Vic Mensa,There's Alot Going On,1,5,258120,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7xTY3rJMgj0nh6OOPHgsLw,Freaks And Geeks,Childish Gambino,EP (2011 Re-Release),1,2,217103,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4XwmdaPVSHsvxsuKS7HBdl,World Rage,Lil Skies,World Rage,1,1,135418,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7p4vHnYXkxlzvfePJVpcTr,Feels Like Summer,Childish Gambino,Summer Pack,1,2,297404,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5IrKXci1IzuUEowWOhTv8o,The City (with Quinn XCII),"Louis The Child, Quinn XCII",The City (with Quinn XCII),1,1,186046,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4j3GWI86JvSaF0BLdmgcfF,Summertime Magic,Childish Gambino,Summer Pack,1,1,213600,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:72YV32MfLwaJLbXzU6XL5N,Sestri Levante - Live,Tame Impala,Live Versions,1,3,117572,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3VFZTYhwAsxTDTiHlm3n1k,Wasted (feat. Lil Uzi Vert),"Juice WRLD, Lil Uzi Vert",Wasted (feat. Lil Uzi Vert),1,1,258475,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6tpHfEM8eaETzlPOARYWfZ,Drug Addicts,Lil Pump,Drug Addicts,1,1,175774,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1t4pPnbkOjzoA5RvsDjvUU,1999 WILDFIRE,BROCKHAMPTON,1999 WILDFIRE,1,1,251250,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4aetgBuI5iRQpjy8gdGxY8,Lucidity,Tame Impala,InnerSpeaker,1,4,271880,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7txPE73wHbuXYkM1h8zNrG,Mob Ties,Drake,Scorpion,1,8,205146,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2Vx8E3K5icPZR7OCklWBXX,Nonstop,Drake,Scorpion,1,2,238613,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4uloft7ZE54WflsuqFmjC7,Elevate,Drake,Scorpion,1,3,184960,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3Hi5fiehijRW2FcNA0Av4h,Pardon Me,"Jay Critch, Famous Dex, Rich The Kid",Rich Forever 3,1,1,194430,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1vnsGFNWNANWMg0CAeMkl2,"Plug Walk (feat. Gucci Mane, YG, 2Chainz) - Remix","Rich The Kid, Gucci Mane, YG, 2 Chainz","Plug Walk (feat. Gucci Mane, YG, 2Chainz) [Remix]",1,1,276658,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7iEoaTyBCqLaAwJnOP1BTn,The Games We Play,Pusha T,DAYTONA,1,2,166120,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7AQim7LbvFVZJE3O8TYgf2,Fuck Love (feat. Trippie Redd),"XXXTENTACION, Trippie Redd",17,1,8,146520,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1dNyRyz1QBN9kO1etUs1PI,All Girls Are The Same,Juice WRLD,All Girls Are The Same,1,1,169295,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3I8MbKRkS2IBDuslhCS3iT,Excuse Me,A$AP Rocky,AT.LONG.LAST.A$AP,1,5,238053,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4LoMziEaxdkrSMXtavIJqL,Just What I Am,"Kid Cudi, King Chip",Indicud,1,3,228026,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:57q6BgYP4gN6hPQViCB3um,Distorted Records,A$AP Rocky,TESTING,1,1,140133,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1AqemxWsT0iGg5Lvkm16Bt,Fukk Sleep,"A$AP Rocky, FKA twigs",TESTING,1,4,192973,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1wGYcpJZ59rePkNu4zHmLu,CALLDROPS,"A$AP Rocky, Kodak Black",TESTING,1,6,162373,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5N521RK66Z1FP0Oz6B4OlT,Gunz N Butter,"A$AP Rocky, Juicy J",TESTING,1,8,213573,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1r33iukEx0COYuBzyXPmPP,Hun43rd,A$AP Rocky,TESTING,1,12,242746,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1dzwFgBlZNxt28aQOinNGn,Changes,A$AP Rocky,TESTING,1,13,314653,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0ssVSd3juASNuehS9LWMFW,"Black Tux, White Collar",A$AP Rocky,TESTING,1,14,162986,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2MF4HtZHBoUliOi9nOAbS0,Purity,"A$AP Rocky, Frank Ocean",TESTING,1,15,262360,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3HPygYwlZeehBTDZXMhsrR,Mars (feat. Lil Uzi Vert),"Maxo Kream, Lil Uzi Vert",Mars (feat. Lil Uzi Vert),1,1,199863,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6BYVAEPmqWVUSqtrQpvLTT,Phoenix,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),1,11,233880,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3aUFrxO1B8EW63QchEl3wX,Feel The Love,"KIDS SEE GHOSTS, Pusha T",KIDS SEE GHOSTS,1,1,165053,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7oHkit3F3vimtsBbnZkU0G,Fire,KIDS SEE GHOSTS,KIDS SEE GHOSTS,1,2,140526,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7GRTrWsP3yo2Fx8umJfA1X,Freeee (Ghost Town Pt. 2),"KIDS SEE GHOSTS, Ty Dolla $ign",KIDS SEE GHOSTS,1,4,206605,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4RVbK6cV0VqWdpCDcx3hiT,Reborn,KIDS SEE GHOSTS,KIDS SEE GHOSTS,1,5,324674,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2I3dW2dCBZAJGj5X21E53k,Kids See Ghosts,"KIDS SEE GHOSTS, Yasiin Bey",KIDS SEE GHOSTS,1,6,245098,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4kUZvXB3LC3an3HX6h0s17,Cudi Montage,KIDS SEE GHOSTS,KIDS SEE GHOSTS,1,7,197000,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6BvtitRX5lQC87YlA6rq0n,Bubblin,Anderson .Paak,Bubblin,1,1,209093,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:58PWl2rA7lU90UBvDufzWm,3 Peat,Lil Wayne,Tha Carter III,1,1,199426,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:184tIbaIPuURwVIjwXHkiA,Walk On Minks,Future,SUPERFLY (Original Motion Picture Soundtrack),1,4,218141,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1Sibh8cVXp5DPC0hRjKiim,Fire,KIDS SEE GHOSTS,KIDS SEE GHOSTS,1,6,245098,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5cQMfg4AEejKUfNA44ZGep,4th Dimension,"KIDS SEE GHOSTS, Louis Prima",KIDS SEE GHOSTS,1,1,165053,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2Cbm6GtXnMurwRhvefK7sp,Reborn,KIDS SEE GHOSTS,KIDS SEE GHOSTS,1,7,197000,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:52eYVUkFTOVozbVFIaFrnV,Tony Tone,A$AP Rocky,TESTING,1,3,208373,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5TX0mfUkpGlU6j2xa00ERx,OG Beeper,A$AP Rocky,TESTING,1,10,155893,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3oHkMCVJyOcjg5FhfLc2Rq,A$AP Forever REMIX,"A$AP Rocky, Moby, T.I., Kid Cudi",TESTING,1,2,315773,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:37EJtTS7jT5WUyXGZzrwnI,Santa Monica,Everclear,Sparkle And Fade,1,4,191506,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6EuE9M1viu9gkdFSafia9o,I Thought About Killing You,Kanye West,ye,1,1,274186,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3dG6tjetoR4GMmUGZUprLt,Wouldn't Leave,"Kanye West, PARTYNEXTDOOR",ye,1,4,205546,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1DdgqEZk4Hqfpl3drdXJun,No Mistakes,Kanye West,ye,1,5,123040,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6Bg7MznA9X0dIhlAsLyBYj,Ghost Town,"Kanye West, PARTYNEXTDOOR",ye,1,6,271386,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2VYb3Fb5iK5Y8HGZ8oEEkp,Violent Crimes,Kanye West,ye,1,7,215320,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:12D0n7hKpPcjuUpcbAKjjr,Don't Like.1,"Kanye West, Chief Keef, Pusha T, Big Sean, Jadakiss",Kanye West Presents Good Music Cruel Summer,1,12,283653,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3qnoOm4fwZPBS116f5hpgF,All Mine,Kanye West,ye,1,3,145506,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2r4JRwcbIeuAzWjH4YXlLs,Yikes,Kanye West,ye,1,2,188773,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0qp8MuZNKelOGTK2HPlXBA,Kids Turned Out Fine,A$AP Rocky,TESTING,1,11,183120,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6MmtDonkpvSoRx9ACwrGDu,Brotha Man,"A$AP Rocky, French Montana",TESTING,1,9,216080,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6ImrWnhjEOw5re3cGLMIHJ,Buck Shots,A$AP Rocky,TESTING,1,7,167813,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),"A$AP Rocky, Skepta",TESTING,1,5,205040,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4UoB59D0giPmZaPlGQVYpw,Old niggas,YBN Cordae,Old niggas,1,1,206811,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4LKSaRoKNnlpKXTT663BrT,Santeria,Pusha T,DAYTONA,1,5,176026,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:58q2HKrzhC3ozto2nDdN4z,I Like It,"Cardi B, Bad Bunny, J Balvin",Invasion of Privacy,1,7,253390,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1wsf1YFQSYND45y0GzJmf7,Yes Indeed,"Lil Baby, Drake",Yes Indeed,1,1,142273,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1FsnTycveplwrTPRjJwbwr,Almighty (feat. Hoodrich Pablo Juan),"Gunna, HoodRich Pablo Juan",Drip Season 3,1,3,144406,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6qDEWVBwCYIKhTg3i4RQYW,Whoa,Jordan Kyreem,Whoa,1,1,200228,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:70NxaxjB8IjX4YxXbT90iX,Woah Woah Woah,"Trippie Redd, Bali Baby",A Love Letter To You 2,1,5,222288,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:76Tbd4lLod84KshLnI2IkR,Amnesia,Freddie Gibbs,You Only Live 2wice,1,5,198947,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2BJSMvOGABRxokHKB0OI8i,Shoota (feat. Lil Uzi Vert),"Playboi Carti, Lil Uzi Vert",Die Lit,1,6,153800,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5uTdUCENzIlVXTfse6MLGX,Death Is Long,Ski Mask The Slump God,Slaps For My Drop-Top Mini-Van,1,4,112561,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1JgkiUg9mSXSwcb5Gbi4Ur,Lean 4 Real (feat. Skepta),"Playboi Carti, Skepta",Die Lit,1,3,177026,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5Yfq9uugLFchtFymQQWxgt,I Got the Juice (feat. Pharrell Williams),"Janelle Monáe, Pharrell Williams",Dirty Computer,1,9,226287,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7sB2rmolvEt77KFPCraSNc,Rover 2.0,"BlocBoy JB, 21 Savage",Rover 2.0 (feat. 21 Savage),1,1,275872,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7ms3VzLTfr7fXNOqA4Mkx9,Creeping (feat. Rich the Kid),"Lil Skies, Rich The Kid",Creeping (feat. Rich the Kid),1,1,179830,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5LG9XvX0mtdAVvjS2dpVji,Stay,Post Malone,beerbongs & bentleys,1,12,204426,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2GDljBIwimhJxEzo2pT5CQ,Takin' Shots,Post Malone,beerbongs & bentleys,1,5,216746,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3UP4tYlgEes6TajBXh8faH,Ball For Me,"Post Malone, Nicki Minaj",beerbongs & bentleys,1,10,206266,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2UciqgwVDwro0fev3MFbxJ,ATM,J. Cole,KOD,1,5,216726,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2Yl4OmDby9iitgNWZPwxkd,Be Careful,Cardi B,Invasion of Privacy,1,5,210787,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7sGZDsOCYpvqkIv8eH4jOG,Slave Master,Future,DS2 (Deluxe),1,9,199746,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1M732H32aWAHYGDBOFU2br,No Slow Money,"DJ ESCO, Future, Young Thug",KOLORBLIND,1,1,170958,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4VmcVEuTlYnWcc6QksaLyw,Xotic,"DJ ESCO, Future, Rich The Kid, Young Thug",KOLORBLIND,1,2,176842,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,Demon Days,1,6,222640,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3i1B1PnsfnOQPGVIzhf1lr,"That's My N**** (with Meek Mill, YG & Snoop Dogg)","Meek Mill, YG, Snoop Dogg","That's My N**** (with Meek Mill, YG & Snoop Dogg) [From Bright: The Album]",1,1,199746,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6I0XPgr0SFHQcKy9v7Gf0K,Say I Didn't,Vic Mensa,The Autobiography,1,1,315173,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:00B7TZ0Xawar6NZ00JFomN,Best Life (feat. Chance The Rapper),"Cardi B, Chance the Rapper",Invasion of Privacy,1,6,284855,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:50dyNck4duXQqdW8epVRfE,Kush,Lil Wayne,The Leak,1,3,221960,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1wNEBPo3nsbGCZRryI832I,Paradise,Jeremih,Late Nights: The Album,1,15,217200,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1cTZMwcBJT0Ka3UJPXOeeN,Nice For What,Drake,Nice For What,1,1,210925,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3rFF7kSm5qBOOPs6ljFgPp,The Cut Off (feat. kiLL edward),"J. Cole, kiLL edward",KOD,1,4,237295,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7EulRO07ZgchxqKUHb8Pvc,1985,J. Cole,KOD,1,12,190176,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1AT4xjNarTswd0UZ5FlmKF,Motiv8,J. Cole,KOD,1,6,133921,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7yotKA30dwTKNEGomV9ZsI,KOD,J. Cole,KOD,1,2,191436,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:6tZ3b7ik1QDXFAZlXib0YZ,Kevin’s Heart,J. Cole,KOD,1,7,200309,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7HvtrRyRYqSOhllmbIW1Kh,Up (feat. Lil Uzi Vert),"Young Thug, Lil Uzi Vert",Hear No Evil,1,2,296413,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:5ByAIlEEnxYdvpnezg7HTX,Juicy - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),1,10,302693,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:36fmvm49vZC9VM5X2DQJVe,Who Run It (Remix) [Feat. Lil Uzi Vert],"G Herbo, Lil Uzi Vert, Southside",Who Run It (Remix),1,1,263342,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:4lTiuD1DwBKo4L7wqMkD7C,JAPAN,Famous Dex,JAPAN,1,1,144149,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:2lpygKqzPFtItQ4ss3cgfb,Cinderella (feat. Ty Dolla $ign),"Mac Miller, Ty Dolla $ign",The Divine Feminine,1,5,480186,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:7ujbNS6fmb82EcZfiDsUd5,Ghetto Symphony,"A$AP Rocky, Gunplay, A$AP Ferg",LONG.LIVE.A$AP (Deluxe Version),1,14,237733,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3ZYwSDF9knZI0RVlKR4PHC,Bad Company (feat. BlocBoy JB),"A$AP Rocky, BlocBoy JB",Bad Company (feat. BlocBoy JB),1,1,183809,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:0kDHiwkrZutBHfjypFUzc2,Crown (feat. Portugal. The Man),"Flatbush Zombies, Portugal. The Man",Vacation In Hell,1,11,297369,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3ZO6UxR61HavlXuyohc14T,Vacation (feat. Joey Bada$$),"Flatbush Zombies, Joey Bada$$",Vacation In Hell,1,3,237253,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:1PNfhBdmFikFn4vkrwiq05,Facts (feat. Jadakiss),"Flatbush Zombies, Jadakiss",Vacation In Hell,1,9,272624,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
spotify:track:3nMnJUqpxlfX7j1E3BquKe,Misunderstood (feat. Nyck Caution),"Flatbush Zombies, Nyck Caution",Vacation In Hell,1,17,150493,spotify:user:wywymarsh,2019-07-03T15:42:50Z,,,
